קוד פנימי,פריט,שם פריט,מחלקה,שם קבוצה,שם ספק,שם יצרן,שם צבע,מידה,שם יובש,שונות,תאריך הקמה,ת. העברה לארכיון,ת. יציאה מארכיוןמחיר מחירון 1,,יתרת מלאי,נמכר באילת לפי ת.ז,אחריות
3268,5024720900001,FInlaggan Old Reserve,14,ויסקי,איסבקו - כספי,,,,,,15/10/2021,20/11/2024,,170,,לא,
2263,5029704217106,אנגוסטורה  רום 3 שנים,14,,,,,,,,18/05/2017,22/04/2020,,,,לא,
2262,5029704217113,אנגוסטורה רום 5 שנים,14,,,,,,,,18/05/2017,22/04/2020,,,,לא,
2260,5029704217120,שקד  אנגוסטורה רום 7 שנים כשר,14,,,,,,,,18/05/2017,22/04/2020,,,,לא,
2425,5029704217175,דינסטון  12 שנה,14,,היכל היין שקד גולן,,,700,,,14/12/2017,10/09/2019,,175,,לא,
1960,5029704217427,וויסקי סקוטי  טוברמורי 10,14,ויסקי,,,,700,,,31/12/2015,07/06/2020,,,,לא,
2782,5029704217434,וויסקי לדאייג 10 שנים 700 מ"ל,14,,,,,,,,06/03/2019,07/06/2020,,,,לא,
459,5029704217458,דינסטון  וירג'ין אוק,14,ויסקי,היכל היין שקד גולן,,,700,,,07/03/2014,02/11/2024,,135,,לא,
3682,5032678006553,Frankin & Sons  Grapefruit Tonic,16,,,,,,,,27/11/2023,25/11/2024,,5,,לא,
3281,5052598177508,BOTIQUE-Y Ardmore 10,14,ויסקי,,,,500,,,18/11/2021,,20/11/2024,220,2,לא,
3491,5052598177607,בוטיק-י Dufftown 10,14,,,,,,,,30/10/2022,,,245,1,לא,
3677,5052598184261,Aerolite Lyndsay 10 שנים,14,ויסקי,י.ד. עסקים,,,700,,,05/10/2023,20/11/2024,,220,,לא,
3471,5055807409940,Port Charlotte 10,14,ויסקי,,,,700,,,22/09/2022,06/03/2024,,300,,לא,
3617,5055807410816,אוקטומור 9.1,14,ויסקי,,,,,,,04/06/2023,20/11/2024,,850,,לא,
671,5060017740011,ברוקרז ג'ין,14,,ישרקו,,,,,,09/12/2014,07/06/2020,,129,,לא,
1947,5060025553023,כוס וויסקי Glencairn,5,כוסות אלכוהול,מאיר חייקין- winekeeper,,,,,,24/12/2015,15/01/2024,,27,,לא,
3104,5060088791646,ויסקי גלנדרונאך 12,14,ויסקי,מ. אקרמן,,,700,,,12/11/2020,06/03/2024,,230,,לא,
2278,5060108450003,מי טוניק 200 מ"ל כשר,14,,החברה המרכזית להפצת משקאות,,,,,,14/06/2017,,,6,,לא,
2277,5060108450041,ביטר למון 200 מ"ל כשר,16,,,,,,,,14/06/2017,07/06/2020,,,,לא,
3035,5060108450102,פרימיום ג'ינג'ר אייל 200 מ"ל,14,,החברה המרכזית להפצת משקאות,,,,,,09/07/2020,,,6,,לא,
3683,5060108450348,Fever Tree  Ginger Beer,16,,,,,,,,27/11/2023,,,6,31,לא,
2674,5060399680547,בנריאך 10,14,ויסקי,,,,700,,,01/11/2018,07/06/2020,,225,,לא,
3380,5060399689199,Glendronach  Traditionally Peated,14,ויסקי,,,,,,,24/03/2022,06/03/2024,,365,,לא,
2958,5060491530337,ויסקי  בן איידן,14,ויסקי,צ. צור סוכנויות,,,,,,05/03/2020,12/07/2022,,170,,לא,
2413,5065000482572,קומפס בוקס  אורנג'רי,14,,,,,,,,15/11/2017,17/07/2022,,225,,לא,
2415,5065000482879,קומפס בוקס  גלזגו בלנד,14,,,,,700,,,15/11/2017,07/06/2020,,155,,לא,
3368,5099873010907,ג'נטלמן ג'ק 350,14,,,,,,,,16/03/2022,20/11/2024,,65,,לא,
2327,5099873025871,וודפורד ריזרב 700 מ"ל,14,,,,,,,,04/09/2017,,31/07/2025,240,,לא,
2771,5099873038758,ג'נטלמן ג'ק,14,ויסקי,,,,700,,,27/02/2019,06/03/2024,14/01/2021,150,,לא,
3246,5099873046173,ג'ק דניאלס 200 מ"ל,14,,,,,200,,,02/09/2021,20/11/2024,,42,,לא,
1949,5099873138755,ג'נטלמן ג'ק,14,ויסקי,,,,700,,,24/12/2015,27/02/2019,,160,,לא,
1929,5137577050282,סט 9 אבנים לוויסקי,5,,מאיר חייקין- winekeeper,,,,,,19/11/2015,07/06/2020,,46,,לא,
3413,5201484026028,אוזו  סן ריבל,14,,,,,,,,02/06/2022,20/11/2024,,60,,לא,
3775,5202413817120,אוזו פלומרי,14,,,,,700,,,11/04/2024,,,95,1,לא,
3881,5391533850626,פרקולן סמול באטץ,14,,,,,700,,,14/10/2024,,,165,,לא,
349,5410228102762,לף בלונד 750מ"ל,16,בירה 750,,,,,,,11/02/2014,27/12/2014,,25,,לא,
453,5410228142089,לף בלונד קטן,16,בירה 330,פיופ,,,,,,06/03/2014,27/12/2014,,14,,לא,
350,5410228158424,הוגרדן,16,בירה 750,,,,,,,11/02/2014,07/06/2020,,25,,לא,
489,5410316518536,וודקה סמירנוף,14,,פיופ,,,,,,27/03/2014,08/05/2016,,70,,לא,
2039,5411081003654,קסטיל רוז',16,בירה 330,,,,330,,,17/03/2016,07/06/2020,,13,,לא,
402,5411681038056,מרדסו - טריפל,16,בירה 750,נורמן פרמיום,,,,,,26/02/2014,27/11/2016,,39,,לא,
3659,5602019015096,סולאר דה בושאס  לוריירו 2022,1,יין לבן יבש,ל-אל בע"מ,,לבן,750,יבש,2022,30/08/2023,,,100,,כן,
3850,5604424001466,ראבו דה גאלה  אדום 2023,1,יין חצי יבש,בציר ראשון,,לבן,750,חצי יבש,2023,04/09/2024,,,60,18,לא,
3849,5604424001473,ראבו דה גאלה  לבן 2023,1,יין לבן יבש,בציר ראשון,,לבן,750,יבש,2023,04/09/2024,,,60,15,לא,
3904,5605891202226,אלמה דו מאר  רובי פורט,1,יין מחוזק,היכל היין שקד גולן,,אדום,750,מתוק,NV,24/11/2024,,,110,12,כן,
535,5701036901501,דרופסטופ,5,,,,,,,,14/04/2014,11/11/2024,,18,,לא,
2599,5902012670989,פולוגר  שיפון וחיטה,16,,,,,,,,08/07/2018,12/03/2019,,135,,לא,
3152,5998847115597,טוקיי Tokaji Aszu,1,יין קינוח,גשם הפצה,,לבן,500,מתוק,,05/03/2021,30/08/2023,,130,,לא,
3674,6003308000783,אנורתודקס  שנין בלאן 2022 Unorthodox Chenin Blanc,1,יין לבן יבש,הכרם,,לבן,750,יבש,2022,28/09/2023,16/09/2024,,58,,כן,
3518,6003643000219,וילה קייפ  שיראז,1,יין חצי יבש,צ. צור סוכנויות,,אדום,750,חצי יבש,2018,08/12/2022,30/08/2023,,38,,לא,
3517,6003643005948,וילה קייפ  פינוטאז,1,יין חצי יבש,צ. צור סוכנויות,,אדום,750,חצי יבש,2018,08/12/2022,30/08/2023,,38,,לא,
3633,6009679752566,וילה קייפ  קברנה סוביניון רזרב 2021,1,יין אדום יבש,צ. צור סוכנויות,,אדום,750,יבש,2021,26/06/2023,30/11/2023,,39,,לא,
2840,6086143103574,כרם יהושפט  קברנה 2014,1,יין אדום יבש,חכלילי עיניים  חוות מעון,,אדום,750,יבש,2014,15/05/2019,18/02/2021,,430,,לא,
2822,6086143103642,כרם יהושפט  קברנה סוביניון,1,יין אדום יבש,חכלילי עיניים  חוות מעון,,אדום,750,יבש,2017,16/04/2019,12/07/2022,,185,,כן,
2116,6458646486486,קסטל  גרן וין  מגנום 2010,1,יין אדום יבש,קסטל,,אדום,1500,יבש,2010,17/07/2016,30/11/2023,,800,,לא,
3534,6934930053406,מירון  מרלו 2021,1,יין אדום יבש,יקבי מירון בע"מ,,אדום,750,יבש,2021,10/01/2023,,,300,,לא,
1926,7137577050282,אבנים לוויסקי,5,,,,,,,,15/11/2015,18/09/2019,,50,,לא,
3010,7266703315268,יוליוס  תזקיק דבש,14,,,,,700,,,23/06/2020,06/03/2024,,200,,לא,
606,7266703315336,יוליוס  ביטרז,14,,בכחוס - אורי ברוך,,,,,,04/09/2014,,,145,6,לא,
3888,7266703315404,יוליוס  מאר דה גלילי,14,,אספיריט,,,700,,,30/10/2024,,,210,1,לא,
604,7266703315572,יוליוס  בלאן דה גליליי,14,,אספיריט,,,,,,04/09/2014,,,190,3,לא,
2060,7266703315640,יוליוס  תזקיק קלמנטינות,14,,,,,99999,,,07/04/2016,20/11/2024,,170,,לא,
1869,7266703315886,יוליוס  תזקיק אתרוגים,14,,בכחוס - אורי ברוך,,,700,,,08/09/2015,,,170,3,לא,
2212,7266703316180,יוליוס  גין עכו,14,,בכחוס - אורי ברוך,,,700,,,10/02/2017,,,145,,לא,
70,7290000024219,ברקן  רזרב אמרלד ריזלינג 2012,1,יין חצי יבש,טמפו,,,,,,20/01/2014,28/11/2015,,45,,לא,
454,7290000024233,ברקן רזרב שיראז,1,יין אדום,טמפו,,,,,,06/03/2014,28/11/2015,,59,,לא,
71,7290000024264,ברקן  רזרב מרלו 2010,1,יין אדום יבש,טמפו,,,,,,20/01/2014,28/11/2015,,59,,לא,
72,7290000024325,ברקן  סופריור  קברנה סוביניון,1,יין אדום יבש,טמפו,,אדום,750,יבש,2011,20/01/2014,10/02/2019,,220,,לא,
73,7290000024554,ברקן  אסמבלאז' ריחן 2009,1,יין אדום יבש,טמפו,,,,,,20/01/2014,28/11/2015,,85,,לא,
74,7290000024561,ברקן  אסמבלאז' איתן 2009,1,יין אדום יבש,טמפו,,,,,,20/01/2014,28/11/2015,,85,,לא,
75,7290000024578,ברקן  אסמבלאז' צפית 2009,1,יין אדום יבש,טמפו,,,,,,20/01/2014,28/11/2015,,85,,לא,
76,7290000025131,412 Altitude  ברקן,1,יין אדום יבש,טמפו,,,,,,20/01/2014,28/11/2015,,110,,לא,
77,7290000025148,720 Altitude  ברקן,1,יין אדום יבש,טמפו,,,,,,20/01/2014,28/11/2015,,110,,לא,
78,7290000025155,624 Altitude  ברקן,1,יין אדום יבש,טמפו,,,,,,20/01/2014,30/04/2017,,110,,לא,
3576,7290000089584,בנימינה  פרסטיז' קברנה סוביניון 2024,1,יין אדום יבש,בנימינה,,אדום,750,יבש,2024,06/03/2023,,,28,39,לא,
3568,7290000089614,בנימינה  פרסטיז' אמרלד ריזלינג 2024,1,יין חצי יבש,בנימינה,,לבן,750,חצי יבש,2024,02/03/2023,,,28,25,לא,
3572,7290000089621,בנימינה  פרסטיז' שיראז 2023,1,יין אדום יבש,בנימינה,,אדום,750,יבש,2023,05/03/2023,,,28,69,לא,
2488,7290000484150,עלית הארק,14,,,,,,,,14/02/2018,07/06/2020,,55,,לא,
409,7290000521251,של סגל  לא מסונן 2008,1,יין אדום,טמפו,,,,,,01/03/2014,14/07/2016,,240,,לא,
80,7290000521282,של סגל  דובב מרלו,1,יין אדום,טמפו,,,,,,20/01/2014,14/07/2016,,109,,לא,
716,7290000521329,של סגל  דובב ארגמן,1,יין אדום יבש,טמפו,,אדום,750,יבש,,01/01/2015,07/06/2020,28/06/2018,105,,לא,
1812,7290002054603,טריו  ספיריט גליל,1,יין אדום יבש,היכל היין שקד גולן,,אדום,750,יבש,2012,01/06/2015,10/02/2019,,90,,לא,
1779,7290002054610,טריו  אלונה,1,יין אדום יבש,היכל היין שקד גולן,,אדום,750,יבש,,30/03/2015,10/02/2019,,90,,לא,
3843,7290002363392,שור  פורטופינו,1,יין מחוזק,מצודה,,אדום,750,מתוק,NV,29/08/2024,,,100,1,כן,
81,7290002404033,ארזה  בלנד ים תיכוני,1,יין אדום יבש,ארזה,,אדום,750,יבש,,20/01/2014,01/11/2018,,60,,לא,
82,7290002404040,ארזה  פטי ורדו,1,יין אדום יבש,ארזה,,אדום,750,יבש,,20/01/2014,01/11/2018,,45,,לא,
83,7290002404057,ארזה  מרלו,1,יין אדום יבש,ארזה,,אדום,750,יבש,,20/01/2014,01/11/2018,,60,,לא,
1981,7290002404200,ארזה  אריאל  קברנה סוביניון,1,יין אדום יבש,,,אדום,750,יבש,2013,28/01/2016,01/11/2018,,30,,לא,
1978,7290002404217,ארזה  אריאל  מרלו,1,יין אדום יבש,,,אדום,750,יבש,2013,28/01/2016,01/11/2018,,30,,לא,
683,7290002404231,ארזה imed ארגמן,1,יין אדום,ארזה,,אדום,750,,,28/12/2014,17/07/2022,,90,,לא,
684,7290002404248,ארזה imed GSM,1,יין אדום,ארזה,,אדום,750,,,28/12/2014,25/02/2020,,60,,לא,
692,7290002404255,ארזה Imed מורבדר,1,יין אדום יבש,ארזה,,אדום,750,יבש,,29/12/2014,25/02/2020,,90,,לא,
691,7290002404262,ארזה Imed סירה,1,יין אדום יבש,ארזה,,אדום,750,יבש,,29/12/2014,17/07/2022,,90,,לא,
693,7290002404279,ארזה Imed קריניאן,1,יין אדום יבש,ארזה,,אדום,750,יבש,,29/12/2014,17/07/2022,,90,,לא,
3315,7290002404286,ארזה iMed ג'ובניל,1,יין אדום,,,,1500,,2013,05/01/2022,17/07/2022,,,,לא,
1977,7290002404316,ארזה  אריאל  רוזה,1,יין רוזה,,,רוזה,750,יבש,2014,28/01/2016,01/11/2018,,30,,לא,
3061,7290002404583,היוצר  בראשית קברנה סוביניון,1,יין אדום יבש,ארזה,,אדום,750,יבש,2019,03/09/2020,06/05/2022,,38,,לא,
3060,7290002404590,היוצר  בראשית מרלו,1,יין אדום יבש,ארזה,,אדום,750,יבש,2021,03/09/2020,30/11/2023,04/11/2022,38,,כן,
3308,7290002404606,היוצר  בראשית שיראז 2020,1,יין אדום יבש,ארזה,,אדום,750,יבש,2020,23/12/2021,30/11/2023,,38,,כן,
84,7290002833031,הרי ירושלים  שלם  2008,1,יין אדום יבש,יקב שלם,,,,,,20/01/2014,07/02/2019,,95,,לא,
2766,7290002833079,הרי ירושלים  שלם 2010,1,יין אדום יבש,,,אדום,750,יבש,2010,22/02/2019,02/01/2020,,75,,לא,
2767,7290002833086,הרי ירושלים  שלם 2011,1,יין אדום יבש,,,אדום,750,יבש,2010,22/02/2019,02/01/2020,,75,,לא,
85,7290003024148,הר אודם  שיכר דובדבנים,3,,גראפס,,,,,,20/01/2014,15/12/2019,,85,,לא,
86,7290003175307,Grape Juice Kedem 650ml,10,,צ. צור סוכנויות,,,,,,20/01/2014,07/06/2020,,15,,לא,
570,7290003208586,מרטיני ביאנקו,14,,מ. אקרמן,,,,,,22/05/2014,20/11/2024,,58,,לא,
571,7290003208593,מרטיני אקסטרא דריי,14,,מ. אקרמן,,,,,,22/05/2014,,27/02/2019,55,,לא,
87,7290003208609,מרטיני רוסו,14,,מ. אקרמן,,,,,,20/01/2014,20/11/2024,,55,,לא,
3686,7290003208890,פינלנדיה 200מ"ל,14,,,,,,,,11/01/2024,,,29,,לא,
1841,7290003208906,לורן פרייה שמפניה,1,יין לבן יבש,מ. אקרמן,,לבן,750,יבש,,21/07/2015,07/06/2020,,370,,לא,
3997,7290003245116,נגוהות  שיכר דבש סמדר,16,בירה 330,מכוורת נגוהות,,,330,,,27/03/2025,,,20,1,לא,
3243,7290003245208,נגוהות  יערת הדבש,9,,מכוורת נגוהות,,,,,,30/08/2021,11/11/2024,,45,,לא,
3446,7290003245215,נגוהות  דבש שיזף,9,,מכוורת נגוהות,,,,,,05/09/2022,11/11/2024,,35,,לא,
3242,7290003245345,נגוהות  הדבש הזהוב,9,,מכוורת נגוהות,,,,,,30/08/2021,11/11/2024,,40,,לא,
3808,7290003245369,נגוהות  הדבש הלבן 500 גרם,9,,מכוורת נגוהות,,,,,,06/06/2024,,,45,,כן,
694,7290004258775,אדיר פלאטו 2010,1,יין אדום יבש,אדיר,,אדום,750,יבש,,29/12/2014,18/09/2019,,215,,לא,
88,7290004494001,דלתון  רזרב סובינין בלאן,1,יין לבן יבש,דלתון,,,,,,20/01/2014,29/11/2015,,68,,לא,
89,7290004494049,דלתון D  פומה בלאן,1,יין לבן יבש,דלתון,,,,,,20/01/2014,29/11/2015,,48,,כן,
358,7290004494063,דלתון  D פטיט סירה,1,יין אדום יבש,דלתון,,,,,,14/02/2014,12/07/2016,,60,,לא,
90,7290004494070,דלתון קברנה סוביניון כרם מרום,1,יין אדום,דלתון,,,,,,20/01/2014,10/02/2019,,150,,לא,
91,7290004494087,דלתון  כנען אדום,1,יין אדום יבש,דלתון,,,,,,20/01/2014,29/11/2015,,38,,לא,
92,7290004494131,דלתון  D קברנה סוביניון,1,יין אדום יבש,דלתון,,,,,,20/01/2014,12/07/2016,,60,,לא,
93,7290004494148,דלתון  D מרלו,1,יין אדום יבש,דלתון,,,,,,20/01/2014,16/02/2017,,60,,לא,
94,7290004494179,דלתון  D שרדונה,1,יין לבן יבש,דלתון,,,,,,20/01/2014,29/11/2015,,50,,לא,
95,7290004494186,דלתון  כנען לבן,1,יין לבן יבש,דלתון,,,,,,20/01/2014,29/11/2015,,38,,לא,
383,7290004494315,דלתון מוסקטו,1,יין לבן,דלתון,,,,,,18/02/2014,29/11/2015,,42,,לא,
96,7290004494346,דלתון  עלמה SMV,1,יין אדום יבש,דלתון,,אדום,750,יבש,,20/01/2014,12/07/2016,,86,,לא,
333,7290004494377,דלתון  D  שיראז,1,יין אדום,דלתון,,,,,,09/02/2014,14/02/2019,,60,,לא,
97,7290004494537,דלתון  רזרב זינפנדל,1,יין אדום יבש,דלתון,,,,,,20/01/2014,29/11/2015,,110,,לא,
98,7290004494551,דלתון  ויונייה שמרי בר,1,יין לבן יבש,דלתון,,,,,,20/01/2014,29/11/2015,,88,,לא,
99,7290004494599,דלתון  עלמה אדום כהה 2021,1,יין אדום יבש,הכרם,,אדום,750,יבש,2021,20/01/2014,08/01/2025,,85,,כן,
381,7290004494643,דלתון  ספסופה אדום,1,יין אדום,דלתון,,,,,,18/02/2014,04/02/2016,,69,,לא,
2744,7290004494681,דלתון  אנה - קינוח,1,יין קינוח,הכרם,,לבן,500,מתוק,NV,31/01/2019,02/02/2022,04/03/2021,155,,כן,
427,7290004494742,דלתון  מתתיה,1,יין אדום יבש,דלתון,,אדום,750,יבש,,02/03/2014,14/02/2019,,430,,לא,
102,7290004494933,דלתון  רזרב מרלו,1,יין אדום יבש,דלתון,,,,,,20/01/2014,14/02/2019,,119,,לא,
104,7290004528362,אדיר  קברנה סוביניון 2021,1,יין אדום יבש,פירות אדיר,,אדום,750,יבש,2021,20/01/2014,16/09/2024,08/02/2023,85,,כן,
3703,7290004528560,אדיר  כרם בן זמרה סוביניון בלאן 2023,1,יין לבן יבש,פירות אדיר,,לבן,750,יבש,2023,30/01/2024,12/08/2025,,89,,כן,
103,7290004528683,אדיר  שרדונה 2011,1,יין לבן יבש,שיי"ן שיווק,,,,,,20/01/2014,12/07/2016,,95,,לא,
455,7290004528690,אדיר  כרם בן זמרה שיראז 2022,1,יין אדום יבש,פירות אדיר,,אדום,750,יבש,2022,06/03/2014,12/08/2025,,89,,כן,
299,7290004528713,אדיר A,1,יין אדום יבש,,,אדום,750,יבש,2016,20/01/2014,07/11/2023,,110,,כן,
3009,7290004528751,אדיר  פלאטו 2019,1,יין אדום יבש,פירות אדיר,,אדום,750,יבש,2019,22/06/2020,11/11/2024,09/07/2023,200,,כן,
3761,7290004528768,אדיר  פלאטו מגנום 2019,1,יין אדום יבש,פירות אדיר,,אדום,1500,יבש,2019,03/04/2024,,,420,,כן,
3220,7290004528775,אדיר  פורט Plot 98,1,יין קינוח,אדיר,,אדום,750,מתוק,2016,06/08/2021,30/11/2023,,99,,כן,
2535,7290004528782,אדיר  בלאש פורט 2018,1,יין קינוח,פירות אדיר,,,750,,2018,26/03/2018,16/09/2024,04/02/2022,99,,כן,
3371,7290004528805,אדיר  פטי סירה Winemakers Edition,1,יין אדום יבש,מ. מורדכי,,אדום,750,יבש,2020,22/03/2022,30/11/2023,,115,,כן,
695,7290004528904,אדיר פלאטו 2011,1,יין אדום יבש,אדיר,,אדום,750,יבש,,29/12/2014,18/09/2019,,215,,לא,
2014,7290004528973,אדיר  פלאטו 2012,1,יין אדום יבש,אדיר,,אדום,750,יבש,2012,01/03/2016,18/09/2019,,215,,לא,
105,7290004586027,Mediterranian כרמל  2007,1,יין אדום יבש,אגודת הכורמים - כרמל,,,,,,20/01/2014,30/11/2015,,160,,לא,
337,7290004586652,כרמל  קאיומי קברנה סוביניון,1,יין אדום,אגודת הכורמים - כרמל,,,,,,09/02/2014,30/11/2015,,129,,לא,
2759,7290004586881,כרמל  ס. ויניארד מרלו 1.5,1,יין אדום יבש,,,,,,,18/02/2019,12/07/2022,,,,לא,
2761,7290004586942,כרמל  לימיטד אדישן מגנום 2010,1,יין אדום יבש,אגודת הכורמים - כרמל,,אדום,1500,יבש,2010,18/02/2019,08/01/2025,,850,,כן,
505,7290004658618,תירוש כרמל לבן 1L,10,,אגודת הכורמים - כרמל,,,,,,01/04/2014,30/11/2015,,20,,לא,
2473,7290004658953,כרמל  סוביניון בלאן PC,1,יין לבן יבש,,,לבן,750,יבש,2017,30/01/2018,08/10/2019,,38,,לא,
568,7290005020346,בקרדי לבן,14,,מ. אקרמן,,,750,,,22/05/2014,06/03/2024,,108,,לא,
569,7290005020360,בקרדי זהב,14,,מ. אקרמן,,,750,,,22/05/2014,22/04/2020,,119,,לא,
2106,7290005020490,וויסקי דיוארס 700 מ"ל,14,ויסקי,,,,700,,,16/06/2016,07/06/2020,,90,,לא,
503,7290005168277,מיץ ענבים ביו אורגני,10,,,,,,,,01/04/2014,08/01/2025,,30,,לא,
3571,7290005168369,ציון  מיץ ענבים 750מ"ל,10,,,,,,,,03/03/2023,,,15,12,לא,
2181,7290005168420,מיץ ענבים  בית סבא,10,,ציון,,,1L,,,22/11/2016,25/11/2024,,20,,לא,
2069,7290005168475,ציון  מיץ ענבים טבעי אדום,10,,ציון,,,,,,20/04/2016,,03/02/2022,20,164,לא,
3630,7290005491252,תשבי  ריבת תות שרדונה,9,,תשבי,,,,,,20/06/2023,,,25,12,כן,
2086,7290005491290,תשבי  ריבת דובדבן שיראז,9,,,,,,,,19/05/2016,,09/09/2025,25,1,לא,
3629,7290005491351,תשבי  ריבת בצל קברנה,9,,תשבי,,,,,,20/06/2023,,,25,12,כן,
