קוד פנימי,פריט,שם פריט,מחלקה,שם קבוצה,שם ספק,שם יצרן,שם צבע,מידה,שם יובש,שונות,תאריך הקמה,ת. העברה לארכיון,ת. יציאה מארכיוןמחיר מחירון 1,,יתרת מלאי,נמכר באילת לפי ת.ז,אחריות
2465,7290012796757,לוריא  גרנד ויטל 2014 + מארז עץ,1,יין אדום יבש,,,,,,,27/01/2018,19/02/2023,,,,לא,
257,7290012798214,לוריא  רוסו,1,יין אדום יבש,לוריא,,אדום,750,יבש,2019,20/01/2014,15/01/2023,,95,,כן,
2943,7290012798283,לוריא  רוזה,1,יין רוזה,לוריא,,רוזה,750,יבש,2019,18/02/2020,18/02/2021,,89,,לא,
4105,7290012798344,לוריא פטי סירה 2023,1,יין אדום יבש,מ. מורדכי,,אדום,750,יבש,2023,25/11/2025,,,150,9,לא,
1879,7290012798528,לוריא  בלנד לבן,1,יין לבן יבש,לוריא,,לבן,750,יבש,2016,10/09/2015,18/02/2021,,80,,לא,
2944,7290012798542,לוריא  קברנה סוביניון,1,יין אדום יבש,לוריא,,אדום,750,יבש,,18/02/2020,,31/07/2024,120,,לא,
2662,7290012798566,לוריא  שיראז,1,יין אדום יבש,לוריא,,אדום,750,יבש,,23/10/2018,,31/07/2024,120,,לא,
2103,7290012798573,לוריא  טרסה 2023,1,יין אדום יבש,מ. מורדכי,,אדום,750,יבש,2023,16/06/2016,,07/08/2025,90,6,כן,
3495,7290012798580,לוריא  שרדונה רזרב,1,יין לבן יבש,לוריא,,לבן,750,,2021,07/11/2022,30/11/2023,,105,,לא,
3093,7290012798597,לוריא  מלבק,1,יין אדום יבש,לוריא,,אדום,750,יבש,2018,22/10/2020,13/04/2021,,119,,לא,
256,7290012798603,לוריא  גראנד ויטאל,1,יין אדום,לוריא,,אדום,750,,2012,20/01/2014,07/11/2023,,170,,לא,
3602,7290012798665,לוריא  מוסקטו יבש 2022,1,יין לבן יבש,מ. מורדכי,,לבן,750,יבש,2022,30/04/2023,16/09/2024,,100,,כן,
1880,7290012798689,לוריא  פינו גריז'יו,1,יין לבן יבש,לוריא,,לבן,750,יבש,2017,10/09/2015,18/02/2021,,95,,לא,
3496,7290012798771,לוריא  רוסאן 2021,1,יין לבן יבש,מ. מורדכי,,לבן,750,יבש,2021,08/11/2022,16/09/2024,,105,,כן,
4046,7290012798788,לוריא  שרדונה ללא חבית 2024,1,יין לבן יבש,לוריא,,לבן,750,יבש,2024,07/08/2025,,,100,15,לא,
3395,7290012798979,לוריא  לה פלר רוזה,1,יין רוזה,לוריא,,רוזה,750,יבש,2021,03/05/2022,30/11/2023,,90,,כן,
258,7290012968587,רמת הגולן  T בריבוע 2009,1,יין אדום יבש,רמת הגולן,,,,,,20/01/2014,12/07/2022,,160,,לא,
556,7290012968617,ירדן  פינו נואר,1,יין אדום,רמת הגולן,,אדום,750,,,01/05/2014,09/07/2019,,95,,לא,
460,7290012968624,גמלא סירה 2009,1,יין אדום,רמת הגולן,,,,,,09/03/2014,28/11/2015,,82,,לא,
486,7290012968761,ירדן מרלו,1,יין אדום,רמת הגולן,,,,,,24/03/2014,25/02/2020,,95,,לא,
356,7290012968785,ירדן  סירה,1,יין אדום,רמת הגולן,,,,,,14/02/2014,06/11/2019,,95,,לא,
1886,7290013091130,יין אביה,1,יין אדום,,,,,,,17/09/2015,07/11/2023,,,,לא,
528,7290013104021,בשן מרלו,1,יין אדום,אחיה,,,,,,09/04/2014,15/03/2022,,49,,לא,
763,7290013126009,טפרברג RED,1,יין אדום יבש,טפרברג,,אדום,750,יבש,,01/03/2015,29/11/2015,,36,,לא,
261,7290013126047,טפרברג  גוורצטרמינר,1,יין לבן יבש,טפרברג,,,,,,20/01/2014,07/12/2016,,57,,לא,
263,7290013126092,טפרברג  רזרב שיראז 2009,1,יין אדום יבש,טפרברג,,,,,,20/01/2014,29/11/2015,,119,,לא,
264,7290013126122,טפרברג  רזרב ק.סוביניון,1,יין אדום יבש,טפרברג,,אדום,750,יבש,,20/01/2014,19/03/2019,,119,,לא,
371,7290013126160,טפרברג ברוט,1,,טפרברג,,,,,,14/02/2014,01/03/2016,,66,,לא,
265,7290013126214,טפרברג  נבל בסגנון פורט,1,יין קינוח,טפרברג,,,,,,20/01/2014,19/03/2019,,110,,לא,
266,7290013126221,טפרברג  חליל חצי יבש,1,יין חצי יבש,טפרברג,,,,,,20/01/2014,01/03/2016,,52,,לא,
267,7290013126238,טפרברג  כינור,1,יין אדום יבש,טפרברג,,,,,,20/01/2014,01/03/2016,,52,,לא,
385,7290013126283,טפרברג ויונייה,1,יין לבן,טפרברג,,,,,,21/02/2014,29/11/2015,,57,,לא,
268,7290013126306,טפרברג  טרה קברנה סוביניון,1,יין אדום יבש,טפרברג,,,,,,20/01/2014,25/09/2016,,60,,לא,
530,7290013126313,טפרברג  טרה מרלו,1,יין אדום,טפרברג,,,,,,11/04/2014,01/03/2016,,60,,לא,
269,7290013126399,טפרברג  טרה מלבק,1,יין אדום יבש,טפרברג,,,,,,20/01/2014,25/09/2016,,60,,לא,
359,7290013126405,טפרברג רוזה,1,יין רוזה,טפרברג,,רוזה,750,יבש,2014,14/02/2014,19/03/2019,,40,,לא,
115,7290013126665,טפרברג מריטאז',1,יין אדום יבש,טפרברג,,אדום,750,יבש,,20/01/2014,19/03/2019,,60,,לא,
1871,7290013126719,טפרברג  לגאסי  קברנה פרנק,1,יין אדום יבש,טפרברג,,אדום,,יבש,2012,09/09/2015,16/09/2024,,190,,לא,
1872,7290013126733,טפרברג  אסנס  קברנה סוביניון,1,יין אדום יבש,,,אדום,750,יבש,2012,09/09/2015,07/11/2023,07/04/2019,99,,כן,
3025,7290013198037,ויסקי Auchendores,14,ויסקי,,,,700,,,24/06/2020,07/12/2022,,250,,לא,
3023,7290013198310,הוונז היל  ליקר נוגט,3,,אמרלד שיווק,,,500,,,24/06/2020,15/02/2024,,80,,לא,
3022,7290013198341,הוונז היל  שוקולד מריר,3,,אמרלד שיווק,,,500,,,24/06/2020,15/02/2024,,80,,לא,
3024,7290013198655,ברנדי תפוזים מונטל,14,,,,,700,,,24/06/2020,12/07/2022,,85,,לא,
368,7290013276025,נגב  בירה פסיפלורה,16,בירה 330,נורמן פרמיום,,,,,,14/02/2014,06/01/2019,,14,,לא,
585,7290013276049,נגב עומר,16,בירה 330,נורמן פרמיום,,,,,,29/06/2014,06/01/2019,,14,,לא,
370,7290013276056,נגב  אואזיס,16,בירה 330,נורמן פרמיום,,,,,,14/02/2014,06/01/2019,,14,,לא,
369,7290013276124,נגב  אמבר אייל,16,בירה 330,נורמן פרמיום,,,,,,14/02/2014,18/01/2018,,14,,לא,
614,7290013276131,נגב  פורטר אלון,16,בירה 330,נורמן פרמיום,,,,,,14/09/2014,07/02/2019,,14,,לא,
628,7290013303004,אור הגנוז  נמורה,1,יין אדום,אשכול - מוקי וינשטוק,,,,,,07/10/2014,09/07/2019,,190,,לא,
270,7290013303011,אור הגנוז  אילימה 2021,1,יין אדום יבש,אשכול - מוקי וינשטוק,,אדום,750,יבש,2021,20/01/2014,,19/09/2022,99,,כן,
711,7290013303035,אור הגנוז  בלנד צרפתי,1,יין אדום יבש,אשכול - מוקי וינשטוק,,אדום,750,יבש,,31/12/2014,09/07/2019,,190,,לא,
2011,7290013303103,אור הגנוז  הורקנוס,1,יין אדום יבש,אשכול - מוקי וינשטוק,,אדום,750,יבש,2010,01/03/2016,02/02/2022,,450,,לא,
2553,7290013303110,הורקונוס  2011,1,יין אדום יבש,,,,,,,05/05/2018,12/07/2022,,,,לא,
50,7290013303202,אור הגנוז  הר מירון 2021,1,יין קינוח,אשכול - מוקי וינשטוק,,אדום,750,מתוק,2021,20/01/2014,16/09/2024,,75,,כן,
1843,7290013303219,אור הגנוז  הר גלילי,1,יין קינוח,אשכול - מוקי וינשטוק,,לבן,750,מתוק,2012,26/07/2015,07/11/2019,,65,,לא,
3591,7290013303233,אור הגנוז  הר סיני זהב 2021,1,יין קינוח,אשכול - מוקי וינשטוק,,לבן,750,מתוק,2021,28/03/2023,16/09/2024,,135,,לא,
2221,7290013303295,אור הגנוז  הר מירון מגנום,1,יין קינוח,אשכול - מוקי וינשטוק,,אדום,1500,מתוק,2018,05/03/2017,07/11/2023,15/10/2020,165,,לא,
271,7290013303332,אור הגנוז  כרם עמוקה  מרלו,1,יין אדום יבש,אשכול - מוקי וינשטוק,,,,,,20/01/2014,15/03/2022,02/12/2019,58,,כן,
272,7290013303349,אור הגנוז  כרם עמוקה  קברנה סוביניון,1,יין אדום יבש,אשכול - מוקי וינשטוק,,,,,,20/01/2014,15/03/2022,02/12/2019,58,,כן,
273,7290013303394,אור הגנוז  כרם עמוקה שיראז,1,יין אדום יבש,אשכול - מוקי וינשטוק,,,,,,20/01/2014,15/03/2022,14/04/2019,58,,כן,
274,7290013303417,אור הגנוז  מרום  שמאי קברנה סוביניון,1,יין אדום יבש,אשכול - מוקי וינשטוק,,,,,,20/01/2014,02/02/2022,,95,,לא,
275,7290013303424,אור הגנוז  מרום בלנד,1,יין אדום יבש,אשכול - מוקי וינשטוק,,,,,2018,20/01/2014,,11/07/2025,95,,לא,
276,7290013303455,אור הגנוז  עמוקה  רוזה,1,יין אדום יבש,אשכול - מוקי וינשטוק,,,,,,20/01/2014,20/03/2019,,60,,לא,
572,7290013303462,אור הגנוז  בלנד לבן,1,יין לבן יבש,אשכול - מוקי וינשטוק,,לבן,750,יבש,2016,29/05/2014,07/11/2019,,58,,לא,
668,7290013303509,אור הגנוז  מרום מרלו,1,יין אדום יבש,אשכול - מוקי וינשטוק,,אדום,750,יבש,2019,07/12/2014,07/11/2023,23/07/2021,95,,כן,
277,7290013303516,אור הגנוז  קברנה פרנק,1,יין אדום יבש,אשכול - מוקי וינשטוק,,,,,,20/01/2014,02/02/2022,23/03/2021,95,,לא,
2223,7290013303523,אור הגנוז  כרם עמוקה  גוורצטרמינר,1,יין חצי יבש,אשכול - מוקי וינשטוק,,לבן,750,חצי יבש,2016,06/03/2017,12/04/2018,,58,,לא,
421,7290013303530,אור הגנוז  עמוקה  חצי יבש,1,יין אדום,אשכול - מוקי וינשטוק,,,,,,02/03/2014,20/03/2019,,58,,לא,
278,7290013303608,אור הגנוז  הר סיני,1,יין אדום יבש,אשכול - מוקי וינשטוק,,,,,,20/01/2014,12/07/2022,,99,,לא,
627,7290013303622,אור הגנוז  פיסגה,1,יין אדום יבש,קפסוטו,,,,,,06/10/2014,09/07/2019,,250,,לא,
2056,7290013303820,אור הגנוז  מגנום  הר סיני,1,יין אדום יבש,,,אדום,,יבש,2014,31/03/2016,10/01/2019,,,,לא,
663,7290013303844,מגנום פרנץ בלנד 2012,1,,אשכול - מוקי וינשטוק,,,,,,06/12/2014,10/01/2019,,375,,לא,
279,7290013346001,צימבליסטה שרדונה,1,יין לבן יבש,צימבליסטה,,לבן,750,יבש,,20/01/2014,09/07/2019,,85,,לא,
280,7290013346018,צימבליסטה מוסקטו,1,יין חצי יבש,צימבליסטה,,לבן,750,חצי יבש,,20/01/2014,09/07/2019,,75,,לא,
281,7290013346025,צימבליסטה סוביניאלי,1,יין לבן יבש,צימבליסטה,,לבן,750,יבש,,20/01/2014,09/07/2019,,75,,לא,
1943,7290013430083,אלכסנדר  blonde,16,בירה 330,מ. אקרמן,,,,,,16/12/2015,17/03/2019,,13,,לא,
1942,7290013430090,אלכסנדר  ambree,16,בירה 330,מ. אקרמן,,,,,,16/12/2015,17/03/2019,,13,,לא,
1944,7290013430205,אלכסנדר  black,16,בירה 330,מ. אקרמן,,,,,,16/12/2015,17/03/2019,,13,,לא,
3710,7290013430250,אלכסנדר  חיטה ישראלית,16,בירה 330,אגודת הכורמים - כרמל,,,,,,31/01/2024,20/11/2024,,14,,לא,
1941,7290013430304,אלכסנדר  green,16,בירה 330,מ. אקרמן,,,,,,16/12/2015,20/11/2024,,14,,לא,
2091,7290013430403,אלכסנדר  בלייזר,16,בירה 330,,,,330,,,26/05/2016,17/03/2019,,13,,לא,
3709,7290013430700,אלכסנדר  סייזון,16,בירה 330,אגודת הכורמים - כרמל,,,,,,31/01/2024,20/11/2024,,14,,לא,
362,7290013493002,בזלת פילזנר,16,בירה 750,רמת הגולן,,,,,,14/02/2014,09/07/2019,,25,,לא,
1818,7290013493019,בזלת - לאגר 330 מ"ל,16,בירה 330,י.ד. עסקים,,,330,,,08/06/2015,09/07/2019,,14,,לא,
364,7290013493026,בזלת -בירה חיטה,16,בירה 750,רמת הגולן,,,,,,14/02/2014,09/07/2019,,28,,לא,
1819,7290013493033,בזלת - חיטה330 מ"ל,16,בירה 330,י.ד. עסקים,,,330,,,08/06/2015,09/07/2019,,14,,לא,
311,7290013493040,בזלת דבל בוק,16,בירה 750,רמת הגולן,,,,,,07/02/2014,09/07/2019,,30,,לא,
1821,7290013493057,בזלת - דאבל בוק 330 מ"ל,16,בירה 330,י.ד. עסקים,,,330,,,08/06/2015,09/07/2019,,14,,לא,
363,7290013493064,בזלת  אייל ענברי,16,בירה 750,רמת הגולן,,,,,,14/02/2014,14/03/2019,,28,,לא,
1820,7290013493071,בזלת - אייל ענברי 330 מ"ל,16,בירה 330,י.ד. עסקים,,,330,,,08/06/2015,14/03/2019,,14,,לא,
2661,7290013493224,בירה בזלת  IPA,16,בירה 330,,,,,,,12/10/2018,09/07/2019,,,,לא,
3088,7290013519047,דרור  עין שמאי,1,יין אדום יבש,,,אדום,750,יבש,2011,15/10/2020,02/02/2022,,89,,לא,
345,7290013624116,צרעה  שורש 2011,1,יין אדום,צרעה,,,,,,09/02/2014,07/12/2015,,129,,לא,
662,7290013624383,צרעה  שורש 2014,1,יין אדום יבש,היכל היין שקד גולן,,אדום,750,יבש,2014,06/12/2014,02/02/2022,,166,,לא,
2310,7290013624840,צרעה  שורש לבן,1,יין לבן יבש,צרעה,,לבן,750,יבש,2019,24/07/2017,02/02/2022,,165,,לא,
2302,7290013713001,Jems  אמבר אייל,16,בירה 330,ג'מס מפעלי בירה,,,330,,,05/07/2017,14/03/2019,,14,,לא,
2304,7290013713018,Jems  דארק לאגר,16,בירה 330,ג'מס מפעלי בירה,,,330,,,05/07/2017,09/07/2019,,14,,לא,
2303,7290013713056,Jems  סטאוט,16,בירה 330,ג'מס מפעלי בירה,,,330,,,05/07/2017,09/07/2019,,14,,לא,
3210,7290013755094,בן דוד  גוורצ יבש,1,יין לבן יבש,איסבקו - כספי,,לבן,750,יבש,2020,26/07/2021,30/04/2021,,85,,כן,
3092,7290013755179,בן דוד  קברנה סוביניון,1,יין אדום יבש,איסבקו - כספי,,אדום,750,יבש,2020,22/10/2020,30/11/2023,,40,,כן,
2265,7290013755285,בן דוד  סוביניון בלאן/גיוורצטרמינר 2016,1,יין לבן יבש,,,,,,,23/05/2017,09/07/2019,,,,לא,
3000,7290013755292,בן דוד  פטי ורדו,1,יין אדום יבש,איסבקו - כספי,,אדום,750,יבש,2018,21/05/2020,02/02/2022,,140,,לא,
2999,7290013755346,בן דוד  סוביניון בלאן 2022,1,יין לבן יבש,איסבקו - כספי,,לבן,750,יבש,2022,21/05/2020,11/11/2024,,69,,כן,
732,7290013755377,בן דוד  דליה 2021,1,יין אדום יבש,איסבקו - כספי,,אדום,750,יבש,2021,22/01/2015,16/09/2024,24/07/2023,75,,לא,
2147,7290013755391,בן דוד  רומי 2022,1,יין אדום יבש,איסבקו - כספי,,אדום,750,יבש,2022,19/09/2016,08/01/2025,,80,,כן,
582,7290013764003,בסטרז לימונדה 5%,16,בירה 330,Busters,,,,,,19/06/2014,15/02/2024,,15,,לא,
447,7290013764027,בסטרז יבש 6.7%,16,בירה 330,Busters,,,,,,06/03/2014,28/03/2025,,13,,לא,
446,7290013764041,בסטרז מתוק 4.8%,16,בירה 330,Busters,,,,,,06/03/2014,28/03/2025,,13,,לא,
2976,7290013764065,ערק free sprits,14,,,,,100,,,08/04/2020,06/03/2024,,25,,לא,
1894,7290013764102,בסטרז - מתובל,16,בירה 330,,,,,,,20/09/2015,15/02/2024,,13,,לא,
2065,7290013764140,בסטרז  פינק לימונדה 5%,16,בירה 330,Busters,,,,,,17/04/2016,28/03/2025,,15,,לא,
2855,7290013764157,אוק אנד אש  Education,16,בירה 330,Busters,,,330,,,28/06/2019,07/12/2022,,15,,לא,
2991,7290013764164,אוק אנד אש  Clean Beach,16,בירה 330,,,,330,,,12/05/2020,07/12/2022,,14,,לא,
2992,7290013764171,אוק אנד אש  Warmth,16,בירה 330,,,,330,,,12/05/2020,07/12/2022,,14,,לא,
2993,7290013764195,אוק אנד אש  First Aid,16,בירה 330,,,,330,,,12/05/2020,07/12/2022,,14,,לא,
1988,7290013804051,אייל  שיראז,1,יין אדום יבש,גראפס,,אדום,750,יבש,2012,02/02/2016,28/06/2019,,79,,לא,
1851,7290013804402,אייל  קברנה סוביניון,1,יין אדום יבש,גראפס,,אדום,750,יבש,2014,27/08/2015,10/02/2019,,58,,לא,
2289,7290013804419,אייל  מרלו,1,יין אדום יבש,,,אדום,750,יבש,2014,04/07/2017,14/03/2019,,65,,לא,
2750,7290013816009,הולי קקאו  90 אחוז,12,,הולי קקאו,,,,,,08/02/2019,08/01/2025,,20,,לא,
2834,7290013816016,הולי קקאו  100%,12,,הולי קקאו,,,,,,14/05/2019,08/01/2025,,20,,לא,
2751,7290013816030,הולי קקאו  70 אחוז,12,,הולי קקאו,,,,,,08/02/2019,08/01/2025,,20,,לא,
2702,7290013816054,הולי קקאו  60 אחוז,12,,הולי קקאו,,,,,,21/12/2018,25/11/2024,,20,,לא,
2891,7290013816085,הולי קקאו  שוקולד לבן  ניבס,12,,,,,,,,26/09/2019,31/01/2024,,10,,לא,
2833,7290013816092,הולי קקאו  לבן עם קפה,12,,,,,,,,14/05/2019,08/01/2025,,12,,לא,
2890,7290013816139,הולי קקאו  חלב-קפה 45 אחוז,12,,,,,,,,26/09/2019,25/11/2024,,12,,לא,
2913,7290013816146,הולי קקאו  פולי קפה מצופים,12,,הולי קקאו,,,,,,16/12/2019,25/11/2024,,20,,לא,
2912,7290013816160,הולי קקאו  שקדים מצופים,12,,הולי קקאו,,,,,,16/12/2019,08/01/2025,,20,,לא,
2889,7290013816245,הולי קקאו  מדגסקר 60%,12,,,,,,,,26/09/2019,25/11/2024,,20,,לא,
2668,7290013816443,הולי קקאו  80 אחוז,12,,הולי קקאו,,,,,,28/10/2018,08/01/2025,,20,,לא,
2802,7290013816641,הולי קקאו  ונצואלה,12,,הולי קקאו,,,,,,19/03/2019,08/01/2025,,,,לא,
2701,7290013816658,הולי קקאו  מדגסקר 70%,12,,הולי קקאו,,,,,,21/12/2018,25/11/2024,,20,,לא,
2667,7290013816818,הולי קקאו  אקוודור,12,,הולי קקאו,,,,,,28/10/2018,08/01/2025,,20,,לא,
2835,7290013816849,הולי קקאו  70% פרו,12,,הולי קקאו,,,,,,14/05/2019,08/01/2025,,20,,לא,
2669,7290013816900,הולי קקאו  מרניון,12,,הולי קקאו,,,,,,28/10/2018,08/01/2025,,25,,לא,
2858,7290013824882,שטרן  תובל,1,יין אדום יבש,יקב שטרן,,אדום,750,יבש,2016,02/07/2019,02/02/2022,,110,,לא,
2859,7290013824912,שטרן  קברנה סוביניון,1,יין אדום יבש,יקב שטרן,,אדום,750,יבש,2016,02/07/2019,02/02/2022,,96,,לא,
283,7290013896100,רות  אלגנט,1,יין אדום יבש,רות,,אדום,750,יבש,,20/01/2014,02/02/2022,,95,,לא,
518,7290013896117,רות  רוזה,1,,,,,,,,03/04/2014,12/07/2016,,72,,לא,
549,7290013896339,רות  קינוח,1,,רות,,,,,,30/04/2014,12/07/2016,,75,,לא,
284,7290013896629,רות  קז'ואל,1,יין אדום,רות,,,,,,20/01/2014,02/02/2022,,68,,לא,
689,7290013910028,לבני  קברנה סוביניון 2009,1,יין אדום יבש,לבני - חברונית בע"מ,,אדום,750,יבש,,28/12/2014,10/02/2019,,155,,לא,
286,7290013910080,לבני  פינו נואר,1,יין אדום יבש,לבני - חברונית בע"מ,,אדום,750,יבש,,20/01/2014,09/07/2019,,95,,לא,
287,7290013910189,לבני  קברנה סוביניון,1,יין אדום יבש,לבני - חברונית בע"מ,,אדום,750,יבש,2014,20/01/2014,08/10/2019,,105,,לא,
2117,7290013910264,לבני  כדכד,1,יין אדום יבש,לבני - חברונית בע"מ,,אדום,750,יבש,2012,17/07/2016,08/10/2019,,170,,לא,
285,7290013910295,לבני  שני,1,יין אדום יבש,לבני - חברונית בע"מ,,אדום,750,יבש,2013,20/01/2014,15/03/2021,,105,,לא,
766,7290013910325,לבני  חליל,1,יין אדום יבש,לבני - חברונית בע"מ,,אדום,750,יבש,2016,03/03/2015,15/03/2021,,75,,לא,
4015,7290013910349,לה פורה בלנש  יער לבנון 2021,1,יין אדום יבש,בציר ראשון,,אדום,750,יבש,2021,27/04/2025,,,260,,לא,
3287,7290013910356,לה פורה בלנש  דביר קברנה סוביניון 2023,1,יין אדום יבש,בציר ראשון,,אדום,750,יבש,2023,30/11/2021,,02/04/2025,120,34,כן,
3897,7290013910387,לה פורה בלנש  דביר אסטייט בלנד 2023,1,יין אדום יבש,בציר ראשון,,אדום,750,יבש,2023,17/11/2024,,,120,15,כן,
3451,7290013910417,לה פורה בלנש  דביר פינו נואר 2020,1,יין אדום יבש,בציר ראשון,,אדום,750,יבש,2020,13/09/2022,16/09/2024,,130,,כן,
3288,7290013910448,לה פורה בלנש  תלפיות אדום 2024,1,יין אדום יבש,בציר ראשון,,אדום,750,יבש,2024,30/11/2021,,03/09/2024,79,59,כן,
3982,7290013910493,לה פורה בלנש  תלפיות אדום מגנום 2023,1,יין אדום יבש,,,אדום,1500,יבש,2023,04/03/2025,,,190,6,לא,
3476,7290013910509,לה פורה בלנש  תלפיות לבן 2024,1,יין אדום יבש,בציר ראשון,,לבן,750,יבש,2024,03/10/2022,,02/04/2025,79,,כן,
3799,7290013910530,לה פורה בלנש  תלפיות רוזה 2024,1,יין אדום יבש,בציר ראשון,,אדום,750,יבש,2024,27/05/2024,,27/11/2025,89,3,כן,
4059,7290013910547,לה פורה בלנש אריאל לבן 2024,1,יין לבן יבש,בציר ראשון,,לבן,750,יבש,2024,04/09/2025,,,120,19,לא,
3309,7290013910554,לה פורה בלנש  אריאל בלנד 2021,1,יין אדום יבש,בציר ראשון,,אדום,750,יבש,2021,23/12/2021,,17/11/2024,160,3,כן,
3898,7290013910578,לה פורה בלנש  דביר פטי ורדו 2021,1,יין אדום יבש,בציר ראשון,,אדום,750,יבש,2021,17/11/2024,,,120,,כן,
3297,7290013923820,סירה  זאב דוניה,1,יין אדום יבש,יקב סוסון ים,,אדום,750,יבש,2019,14/12/2021,11/11/2024,,145,,כן,
1913,7290013965042,עמק האלה  סירה-פטיט סירה,1,יין אדום,,,אדום,750,,,29/10/2015,22/11/2018,,98,,לא,
288,7290013965066,Evered עמק האלה  2010,1,יין אדום יבש,עמק האלה,,,,,,20/01/2014,11/03/2015,,65,,לא,
483,7290013965080,Evered עמק האלה  2011,1,יין אדום יבש,עמק האלה,,,,,,20/03/2014,11/03/2015,,59,,לא,
2113,7290013965103,עמק האלה  ק. סוביניון,1,יין אדום יבש,ישרקו,,אדום,750,יבש,2010,14/07/2016,22/11/2018,,95,,לא,
290,7290013965110,עמק האלה  שרדונה,1,יין לבן יבש,עמק האלה,,לבן,750,יבש,2012,20/01/2014,12/07/2016,,80,,לא,
1816,7290013965134,עמק האלה  אוורד רוזה,1,יין רוזה,ישרקו,,רוזה,750,יבש,2014,04/06/2015,12/07/2016,,48,,לא,
706,7290013965165,עמק האלה  קברנה סוביניון 09,1,יין אדום יבש,עמק האלה,,אדום,750,יבש,2009,31/12/2014,14/07/2016,,93,,לא,
292,7290013965172,עמק האלה  32/35 2008,1,יין אדום יבש,עמק האלה,,,,,,20/01/2014,07/12/2015,,195,,לא,
674,7290013965264,עמק האלה  בלנד אוורד 2013,1,יין אדום,עמק האלה,,,750,,,14/12/2014,12/07/2016,,47,,לא,
492,7290013965325,עמק האלה  מוסקט 07,1,יין לבן,ישרקו,,,,,,31/03/2014,22/11/2018,,50,,לא,
3715,7290013965370,עמק האלה  אסטייט פטי סירה 2020,1,יין אדום יבש,צ. צור סוכנויות,,אדום,750,יבש,2020,11/02/2024,11/11/2024,,89,,כן,
2233,7290013965691,עמק האלה  אוורד בלנד 2014,1,יין אדום יבש,ישרקו,,אדום,750,יבש,2014,21/03/2017,22/11/2018,,40,,לא,
2132,7290013965721,עמק האלה  אוורד  ק. סוביניון 2014,1,יין אדום יבש,ישרקו,,אדום,750,יבש,2014,04/08/2016,22/11/2018,,44,,לא,
367,7290014056008,שפירא  פייל אייל,16,בירה 330,מבשלת שפירא,,,,,,14/02/2014,12/07/2024,,14,,לא,
366,7290014056015,שפירא  סטאוט,16,בירה 330,מבשלת שפירא,,,,,,14/02/2014,17/11/2024,,14,,לא,
724,7290014056022,שפירא  חורף,16,בירה 330,מבשלת שפירא,,,,,,08/01/2015,17/11/2024,,14,,לא,
365,7290014056039,שפירא  בירת חיטה,16,בירה 330,מבשלת שפירא,,,,,,14/02/2014,17/11/2024,,14,,לא,
2985,7290014056046,שפירא  לאגר,16,בירה 330,מבשלת שפירא,,,330,,,08/05/2020,17/11/2024,,14,,לא,
1805,7290014056053,שפירא  IPA,16,בירה 330,מבשלת שפירא,,,,,,21/05/2015,17/11/2024,,14,,לא,
2832,7290014056107,שפירא  Sour,16,בירה 330,מבשלת שפירא,,,330,,,03/05/2019,17/11/2024,,14,,לא,
3149,7290014056114,שפירא  דאבל IPA,16,בירה 330,מבשלת שפירא,,,,,,23/02/2021,17/11/2024,,14,,לא,
3004,7290014056121,שפירא  אידיאלים,16,בירה 330,מבשלת שפירא,,,330,,,25/05/2020,17/11/2024,,14,,לא,
3070,7290014056145,שפירא  בריסטה,16,בירה 330,מבשלת שפירא,,,330,,,11/09/2020,17/11/2024,,15,,לא,
2763,7290014079694,שאטו רמו  בלנד חוסן,1,יין אדום יבש,שאטו רמו,,אדום,750,יבש,,19/02/2019,10/04/2024,10/04/2024,87,,כן,
2173,7290014079700,שאטו רמו  קברנה סובניון רזרב 2019,1,יין אדום יבש,שאטו רמו,,אדום,750,יבש,2019,11/10/2016,12/07/2024,10/04/2024,130,,לא,
451,7290014120013,סיידאפקט חצי יבש 4%,16,בירה 330,ש.ע.ל רובין,,,,,,06/03/2014,18/02/2021,,12,,לא,
452,7290014120020,סיידאפקט יבש 6%,16,בירה 330,ש.ע.ל רובין,,,,,,06/03/2014,18/02/2021,,12,,לא,
2101,7290014151086,סיטדל דיאמנט  פאני רוזה,1,יין רוזה,וויין ספייס,,רוזה,750,יבש,2015,13/06/2016,07/11/2019,,60,,לא,
2139,7290014151093,סיטדל  מריוס,1,יין אדום יבש,וויין ספייס,,אדום,750,יבש,2016,14/09/2016,02/02/2022,,76,,לא,
2453,7290014151222,סיטדל  ג''תרו,1,יין אדום יבש,וויין ספייס,,אדום,750,יבש,2016,23/01/2018,02/02/2022,,82,,לא,
2790,7290014151246,אפוד  גשר,1,יין אדום יבש,יקב אפוד,,אדום,750,יבש,2016,12/03/2019,02/02/2022,,110,,לא,
2317,7290014151253,סיטדל  רוזה אליקסיר,1,יין רוזה,,,רוזה,750,יבש,2016,09/08/2017,07/11/2019,,75,,לא,
2760,7290014256088,כרמל  ס. ויניארד קברנה קאיומי 1.5,1,,,,,,,,18/02/2019,11/11/2024,,,,לא,
1962,7290014256231,כרמל  4 חביות,1,יין אדום יבש,המרתף 18,,אדום,750,יבש,2014,07/01/2016,08/10/2019,,55,,לא,
2758,7290014256309,כרמל  לימיטד אדישן מגנום 2013,1,יין אדום יבש,אגודת הכורמים - כרמל,,אדום,1500,יבש,2013,18/02/2019,,13/11/2023,760,6,לא,
